win_id,file,i0,i1,t0,t1,fs,y_defect,y_type,severity,confidence,notes,rpm,Z,dmm,Dmm,theta
current_12.csv:355840:360960,current_12.csv,355840,360960,69.5,70.5,5120,0,normal,2.085047166083419,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:253440:258560,current_12.csv,253440,258560,49.5,50.5,5120,0,normal,1.139865899343831,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:442880:448000,current_12.csv,442880,448000,86.5,87.5,5120,0,normal,0.9741626100434284,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:481280:486400,current_12.csv,481280,486400,94.0,95.0,5120,0,normal,1.517205468568336,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:378880:384000,current_12.csv,378880,384000,74.0,75.0,5120,0,normal,1.272700566612008,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:455680:460800,current_12.csv,455680,460800,89.0,90.0,5120,0,normal,1.5731208510720154,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:532480:537600,current_12.csv,532480,537600,104.0,105.0,5120,0,normal,0.4830827966027822,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:450560:455680,current_12.csv,450560,455680,88.0,89.0,5120,0,normal,0.4224029755208465,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:555520:560640,current_12.csv,555520,560640,108.5,109.5,5120,0,normal,0.6818430621143985,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_12.csv:596480:601600,current_12.csv,596480,601600,116.5,117.5,5120,0,normal,0.4557780770485454,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:110080:115200,current_13.csv,110080,115200,21.5,22.5,5120,0,normal,0.3328809662274499,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:120320:125440,current_13.csv,120320,125440,23.5,24.5,5120,0,normal,0.3287817212673211,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:104960:110080,current_13.csv,104960,110080,20.5,21.5,5120,0,normal,0.4268364889597163,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:151040:156160,current_13.csv,151040,156160,29.5,30.5,5120,0,normal,0.9246787000928972,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:69120:74240,current_13.csv,69120,74240,13.5,14.5,5120,0,normal,0.9012525534733674,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:125440:130560,current_13.csv,125440,130560,24.5,25.5,5120,0,normal,0.7530199508074825,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:0:5120,current_13.csv,0,5120,0.0,1.0,5120,0,normal,0.2118074033093218,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:58880:64000,current_13.csv,58880,64000,11.5,12.5,5120,0,normal,0.5380790117508288,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:256000:261120,current_13.csv,256000,261120,50.0,51.0,5120,0,normal,0.2763551096320391,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:76800:81920,current_13.csv,76800,81920,15.0,16.0,5120,0,normal,0.1716414260571406,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:222720:227840,current_13.csv,222720,227840,43.5,44.5,5120,0,normal,0.8643373609039396,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:102400:107520,current_13.csv,102400,107520,20.0,21.0,5120,0,normal,0.1133154067845998,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:156160:161280,current_13.csv,156160,161280,30.5,31.5,5120,0,normal,0.77503963086613,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:189440:194560,current_13.csv,189440,194560,37.0,38.0,5120,0,normal,0.8438024441093143,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_13.csv:122880:128000,current_13.csv,122880,128000,24.0,25.0,5120,0,normal,0.5420029561937462,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:609280:614400,current_14.csv,609280,614400,119.0,120.0,5120,0,normal,0.6221890424791463,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:440320:445440,current_14.csv,440320,445440,86.0,87.0,5120,0,normal,1.1660190821805216,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:48640:53760,current_14.csv,48640,53760,9.5,10.5,5120,0,normal,1.9289502343150904,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:194560:199680,current_14.csv,194560,199680,38.0,39.0,5120,0,normal,0.1134514180289884,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:535040:540160,current_14.csv,535040,540160,104.5,105.5,5120,0,normal,0.2052739606221428,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:496640:501760,current_14.csv,496640,501760,97.0,98.0,5120,0,normal,1.5136692446010709,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:240640:245760,current_14.csv,240640,245760,47.0,48.0,5120,0,normal,1.3674152540133773,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:243200:248320,current_14.csv,243200,248320,47.5,48.5,5120,0,normal,0.1459790273534431,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:399360:404480,current_14.csv,399360,404480,78.0,79.0,5120,0,normal,0.7350607979272433,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:294400:299520,current_14.csv,294400,299520,57.5,58.5,5120,0,normal,0.9322847217041548,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:437760:442880,current_14.csv,437760,442880,85.5,86.5,5120,0,normal,0.6635486919236874,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:412160:417280,current_14.csv,412160,417280,80.5,81.5,5120,0,normal,0.4069447372955221,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:463360:468480,current_14.csv,463360,468480,90.5,91.5,5120,0,normal,1.1575692239384214,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:138240:143360,current_14.csv,138240,143360,27.0,28.0,5120,0,normal,0.2664376382670432,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_14.csv:30720:35840,current_14.csv,30720,35840,6.0,7.0,5120,0,normal,1.5496132563526144,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:250880:256000,current_15.csv,250880,256000,49.0,50.0,5120,0,normal,0.7897303569484473,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:10240:15360,current_15.csv,10240,15360,2.0,3.0,5120,0,normal,0.29748692144112,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:253440:258560,current_15.csv,253440,258560,49.5,50.5,5120,0,normal,0.3177608999090587,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:245760:250880,current_15.csv,245760,250880,48.0,49.0,5120,0,normal,0.5747640942915149,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:161280:166400,current_15.csv,161280,166400,31.5,32.5,5120,0,normal,0.5683485879028517,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:209920:215040,current_15.csv,209920,215040,41.0,42.0,5120,0,normal,0.3588658644064267,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:0:5120,current_15.csv,0,5120,0.0,1.0,5120,0,normal,0.1483165073614775,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:291840:296960,current_15.csv,291840,296960,57.0,58.0,5120,0,normal,1.0516243995818213,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:181760:186880,current_15.csv,181760,186880,35.5,36.5,5120,0,normal,0.1328842172537318,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:225280:230400,current_15.csv,225280,230400,44.0,45.0,5120,0,normal,1.0224900494617226,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:48640:53760,current_15.csv,48640,53760,9.5,10.5,5120,0,normal,0.5552901165210522,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:168960:174080,current_15.csv,168960,174080,33.0,34.0,5120,0,normal,0.1262155693265375,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:40960:46080,current_15.csv,40960,46080,8.0,9.0,5120,0,normal,0.4808508972706029,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:23040:28160,current_15.csv,23040,28160,4.5,5.5,5120,0,normal,0.1021307173687234,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:64000:69120,current_15.csv,64000,69120,12.5,13.5,5120,0,normal,0.5970343091789815,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:97280:102400,current_16.csv,97280,102400,19.0,20.0,5120,0,normal,2.4204709359215504,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:56320:61440,current_16.csv,56320,61440,11.0,12.0,5120,0,normal,0.288086116029267,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:115200:120320,current_16.csv,115200,120320,22.5,23.5,5120,0,normal,0.5295612820983969,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:320000:325120,current_16.csv,320000,325120,62.5,63.5,5120,0,normal,2.107035421185842,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:501760:506880,current_16.csv,501760,506880,98.0,99.0,5120,0,normal,0.6239778378073257,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:189440:194560,current_16.csv,189440,194560,37.0,38.0,5120,0,normal,0.3851376144357851,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:568320:573440,current_16.csv,568320,573440,111.0,112.0,5120,0,normal,0.6574225344745196,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:386560:391680,current_16.csv,386560,391680,75.5,76.5,5120,0,normal,0.2317339616044792,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:560640:565760,current_16.csv,560640,565760,109.5,110.5,5120,0,normal,0.5650470298019732,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:289280:294400,current_16.csv,289280,294400,56.5,57.5,5120,0,normal,0.5973372116950992,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:87040:92160,current_16.csv,87040,92160,17.0,18.0,5120,0,normal,0.1482959691326166,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:509440:514560,current_16.csv,509440,514560,99.5,100.5,5120,0,normal,1.7712434382938724,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:376320:381440,current_16.csv,376320,381440,73.5,74.5,5120,0,normal,0.2693232039148869,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:496640:501760,current_16.csv,496640,501760,97.0,98.0,5120,0,normal,0.4509017337808788,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_16.csv:204800:209920,current_16.csv,204800,209920,40.0,41.0,5120,0,normal,0.5387145441835215,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:215040:220160,current_17.csv,215040,220160,42.0,43.0,5120,0,normal,0.6029585855948982,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:207360:212480,current_17.csv,207360,212480,40.5,41.5,5120,0,normal,0.366160951605106,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:115200:120320,current_17.csv,115200,120320,22.5,23.5,5120,0,normal,0.5608159908906183,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:53760:58880,current_17.csv,53760,58880,10.5,11.5,5120,0,normal,0.6513610437085424,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:240640:245760,current_17.csv,240640,245760,47.0,48.0,5120,0,normal,0.7803095826845065,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:135680:140800,current_17.csv,135680,140800,26.5,27.5,5120,0,normal,0.5149245578025546,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:184320:189440,current_17.csv,184320,189440,36.0,37.0,5120,0,normal,0.351890541328451,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:69120:74240,current_17.csv,69120,74240,13.5,14.5,5120,0,normal,0.7243156006091049,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:5120:10240,current_17.csv,5120,10240,1.0,2.0,5120,0,normal,0.0733780380420589,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:92160:97280,current_17.csv,92160,97280,18.0,19.0,5120,0,normal,0.2088543405084253,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:230400:235520,current_17.csv,230400,235520,45.0,46.0,5120,0,normal,0.4718139142572791,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:148480:153600,current_17.csv,148480,153600,29.0,30.0,5120,0,normal,0.5867636517561327,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:125440:130560,current_17.csv,125440,130560,24.5,25.5,5120,0,normal,0.1283505080699896,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:296960:302080,current_17.csv,296960,302080,58.0,59.0,5120,0,normal,0.1908842208539542,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_17.csv:28160:33280,current_17.csv,28160,33280,5.5,6.5,5120,0,normal,0.2563108914531877,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:430080:435200,current_18.csv,430080,435200,84.0,85.0,5120,0,normal,0.7559088743228795,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:348160:353280,current_18.csv,348160,353280,68.0,69.0,5120,0,normal,0.682407122889972,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:266240:271360,current_18.csv,266240,271360,52.0,53.0,5120,0,normal,0.4379700592687319,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:414720:419840,current_18.csv,414720,419840,81.0,82.0,5120,0,normal,0.6092498240336758,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:609280:614400,current_18.csv,609280,614400,119.0,120.0,5120,0,normal,0.2993975317641976,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:376320:381440,current_18.csv,376320,381440,73.5,74.5,5120,0,normal,0.3993138499614548,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:366080:371200,current_18.csv,366080,371200,71.5,72.5,5120,0,normal,0.6562983458837176,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:435200:440320,current_18.csv,435200,440320,85.0,86.0,5120,0,normal,0.4844197210263816,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:289280:294400,current_18.csv,289280,294400,56.5,57.5,5120,0,normal,0.6803971022301475,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:207360:212480,current_18.csv,207360,212480,40.5,41.5,5120,0,normal,0.391947718391838,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:422400:427520,current_18.csv,422400,427520,82.5,83.5,5120,0,normal,0.9533720437415226,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:460800:465920,current_18.csv,460800,465920,90.0,91.0,5120,0,normal,0.389215317837922,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:250880:256000,current_18.csv,250880,256000,49.0,50.0,5120,0,normal,0.7450743033632472,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:312320:317440,current_18.csv,312320,317440,61.0,62.0,5120,0,normal,0.1610746258752149,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_18.csv:281600:286720,current_18.csv,281600,286720,55.0,56.0,5120,0,normal,0.3066817488382674,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:89600:94720,current_19.csv,89600,94720,17.5,18.5,5120,0,normal,0.184634314667777,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:176640:181760,current_19.csv,176640,181760,34.5,35.5,5120,0,normal,0.3146303299401104,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:217600:222720,current_19.csv,217600,222720,42.5,43.5,5120,0,normal,0.1951951702358226,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:248320:253440,current_19.csv,248320,253440,48.5,49.5,5120,0,normal,0.3264228694638887,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:117760:122880,current_19.csv,117760,122880,23.0,24.0,5120,0,normal,0.3350444838462081,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:238080:243200,current_19.csv,238080,243200,46.5,47.5,5120,0,normal,0.0847642006006699,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:33280:38400,current_19.csv,33280,38400,6.5,7.5,5120,0,normal,0.2726663216000005,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:28160:33280,current_19.csv,28160,33280,5.5,6.5,5120,0,normal,0.155916588203254,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:222720:227840,current_19.csv,222720,227840,43.5,44.5,5120,0,normal,0.4208119133310788,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:281600:286720,current_19.csv,281600,286720,55.0,56.0,5120,0,normal,0.8085400768664609,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:240640:245760,current_19.csv,240640,245760,47.0,48.0,5120,0,normal,0.2424396780517909,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:138240:143360,current_19.csv,138240,143360,27.0,28.0,5120,0,normal,0.5106755040974365,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:302080:307200,current_19.csv,302080,307200,59.0,60.0,5120,0,normal,0.5862549923389052,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:102400:107520,current_19.csv,102400,107520,20.0,21.0,5120,0,normal,0.9334946349594954,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_19.csv:46080:51200,current_19.csv,46080,51200,9.0,10.0,5120,0,normal,0.0965490469143008,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:271360:276480,current_2.csv,271360,276480,53.0,54.0,5120,0,normal,0.651481114456844,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:273920:279040,current_2.csv,273920,279040,53.5,54.5,5120,0,normal,0.7870654157024685,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:168960:174080,current_2.csv,168960,174080,33.0,34.0,5120,0,normal,0.4180963551051176,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:532480:537600,current_2.csv,532480,537600,104.0,105.0,5120,0,normal,1.3439918015194023,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:135680:140800,current_2.csv,135680,140800,26.5,27.5,5120,0,normal,0.8286723438696243,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:276480:281600,current_2.csv,276480,281600,54.0,55.0,5120,0,normal,0.6677902589268381,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:337920:343040,current_2.csv,337920,343040,66.0,67.0,5120,0,normal,0.5363561283794134,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:345600:350720,current_2.csv,345600,350720,67.5,68.5,5120,0,normal,0.3579803250256215,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:171520:176640,current_2.csv,171520,176640,33.5,34.5,5120,0,normal,0.2325306890561261,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:343040:348160,current_2.csv,343040,348160,67.0,68.0,5120,0,normal,0.5343103869809118,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:140800:145920,current_2.csv,140800,145920,27.5,28.5,5120,0,normal,0.2190073535492438,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:488960:494080,current_2.csv,488960,494080,95.5,96.5,5120,0,normal,0.6270620647956762,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_2.csv:448000:453120,current_2.csv,448000,453120,87.5,88.5,5120,0,normal,0.6500846889808528,0.5,auto-normal,1770.0,9,7.94,38.5,0
