win_id,file,i0,i1,fs,t0,t1,y_defect,y_type,severity,confidence,notes,rpm,Z,dmm,Dmm,theta,mains_hz
current_1.csv:117760:128000,current_1.csv,117760,128000,5120,23.0,25.0,1,BSF,11.626794815063477,0.3,auto-BSF snr=0.35 e_rel=0.0004,1770.0,9,7.94,38.5,0,50.0
current_1.csv:46080:56320,current_1.csv,46080,56320,5120,9.0,11.0,1,BSF,30.464570999145508,0.3,auto-BSF snr=0.35 e_rel=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:189440:199680,current_1.csv,189440,199680,5120,37.0,39.0,1,BSF,23.638994216918945,0.3,auto-BSF snr=0.32 e_rel=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:256000:266240,current_1.csv,256000,266240,5120,50.0,52.0,1,BSF,26.075145721435547,0.3,auto-BSF snr=0.32 e_rel=0.0007,1770.0,9,7.94,38.5,0,50.0
current_1.csv:168960:179200,current_1.csv,168960,179200,5120,33.0,35.0,1,BSF,11.743124008178711,0.3,auto-BSF snr=0.32 e_rel=0.0007,1770.0,9,7.94,38.5,0,50.0
current_1.csv:225280:235520,current_1.csv,225280,235520,5120,44.0,46.0,1,BSF,30.72079086303711,0.3,auto-BSF snr=0.32 e_rel=0.0020,1770.0,9,7.94,38.5,0,50.0
current_1.csv:76800:87040,current_1.csv,76800,87040,5120,15.0,17.0,1,BSF,24.712604522705078,0.3,auto-BSF snr=0.32 e_rel=0.0001,1770.0,9,7.94,38.5,0,50.0
current_1.csv:291840:302080,current_1.csv,291840,302080,5120,57.0,59.0,1,BSF,22.165903091430664,0.3,auto-BSF snr=0.31 e_rel=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:61440:71680,current_1.csv,61440,71680,5120,12.0,14.0,1,BSF,13.184995651245117,0.3,auto-BSF snr=0.31 e_rel=0.0011,1770.0,9,7.94,38.5,0,50.0
current_1.csv:40960:51200,current_1.csv,40960,51200,5120,8.0,10.0,1,BSF,25.59893798828125,0.3,auto-BSF snr=0.30 e_rel=0.0009,1770.0,9,7.94,38.5,0,50.0
current_1.csv:5120:15360,current_1.csv,5120,15360,5120,1.0,3.0,1,FTF,38.60871887207031,0.3,auto-FTF snr=0.44 e_rel=0.0961,1770.0,9,7.94,38.5,0,50.0
current_1.csv:250880:261120,current_1.csv,250880,261120,5120,49.0,51.0,1,FTF,21.67288589477539,0.3,auto-FTF snr=0.41 e_rel=0.0539,1770.0,9,7.94,38.5,0,50.0
current_1.csv:204800:215040,current_1.csv,204800,215040,5120,40.0,42.0,1,FTF,23.674230575561523,0.3,auto-FTF snr=0.41 e_rel=0.0585,1770.0,9,7.94,38.5,0,50.0
current_1.csv:0:10240,current_1.csv,0,10240,5120,0.0,2.0,1,FTF,26.8603515625,0.3,auto-FTF snr=0.40 e_rel=0.0653,1770.0,9,7.94,38.5,0,50.0
current_1.csv:209920:220160,current_1.csv,209920,220160,5120,41.0,43.0,1,FTF,31.529884338378906,0.3,auto-FTF snr=0.33 e_rel=0.0783,1770.0,9,7.94,38.5,0,50.0
current_1.csv:35840:46080,current_1.csv,35840,46080,5120,7.0,9.0,1,FTF,18.480274200439453,0.3,auto-FTF snr=0.33 e_rel=0.0451,1770.0,9,7.94,38.5,0,50.0
current_1.csv:143360:153600,current_1.csv,143360,153600,5120,28.0,30.0,1,FTF,24.990371704101562,0.3,auto-FTF snr=0.32 e_rel=0.0619,1770.0,9,7.94,38.5,0,50.0
current_1.csv:235520:245760,current_1.csv,235520,245760,5120,46.0,48.0,1,FTF,19.042146682739258,0.3,auto-FTF snr=0.32 e_rel=0.0469,1770.0,9,7.94,38.5,0,50.0
current_1.csv:56320:66560,current_1.csv,56320,66560,5120,11.0,13.0,1,FTF,19.85792350769043,0.3,auto-FTF snr=0.30 e_rel=0.0488,1770.0,9,7.94,38.5,0,50.0
current_1.csv:266240:276480,current_1.csv,266240,276480,5120,52.0,54.0,1,FTF,30.436870574951172,0.3,auto-FTF snr=0.29 e_rel=0.0760,1770.0,9,7.94,38.5,0,50.0
current_1.csv:286720:296960,current_1.csv,286720,296960,5120,56.0,58.0,1,FTF,23.283796310424805,0.3,auto-FTF snr=0.29 e_rel=0.0571,1770.0,9,7.94,38.5,0,50.0
current_1.csv:194560:204800,current_1.csv,194560,204800,5120,38.0,40.0,1,FTF,13.239531517028809,0.3,auto-FTF snr=0.29 e_rel=0.0324,1770.0,9,7.94,38.5,0,50.0
current_1.csv:138240:148480,current_1.csv,138240,148480,5120,27.0,29.0,1,FTF,28.14066505432129,0.3,auto-FTF snr=0.29 e_rel=0.0694,1770.0,9,7.94,38.5,0,50.0
current_1.csv:148480:158720,current_1.csv,148480,158720,5120,29.0,31.0,1,FTF,23.304601669311523,0.3,auto-FTF snr=0.29 e_rel=0.0568,1770.0,9,7.94,38.5,0,50.0
current_1.csv:20480:30720,current_1.csv,20480,30720,5120,4.0,6.0,1,FTF,9.69759750366211,0.3,auto-FTF snr=0.28 e_rel=0.0239,1770.0,9,7.94,38.5,0,50.0
current_1.csv:199680:209920,current_1.csv,199680,209920,5120,39.0,41.0,1,FTF,13.32447338104248,0.3,auto-FTF snr=0.28 e_rel=0.0328,1770.0,9,7.94,38.5,0,50.0
current_1.csv:97280:107520,current_1.csv,97280,107520,5120,19.0,21.0,1,imbalance,21.417688369750977,0.3,auto-imbalance snr=1.27 e_rel=0.0156,1770.0,9,7.94,38.5,0,50.0
current_1.csv:220160:230400,current_1.csv,220160,230400,5120,43.0,45.0,1,misalignment,18.92794418334961,0.95,auto-misalignment snr=423.18 e_rel=0.0165,1770.0,9,7.94,38.5,0,50.0
current_1.csv:163840:174080,current_1.csv,163840,174080,5120,32.0,34.0,1,misalignment,17.496030807495117,0.95,auto-misalignment snr=405.28 e_rel=0.0121,1770.0,9,7.94,38.5,0,50.0
current_1.csv:158720:168960,current_1.csv,158720,168960,5120,31.0,33.0,1,misalignment,17.54308319091797,0.95,auto-misalignment snr=226.06 e_rel=0.0078,1770.0,9,7.94,38.5,0,50.0
current_1.csv:10240:20480,current_1.csv,10240,20480,5120,2.0,4.0,1,misalignment,13.245829582214355,0.95,auto-misalignment snr=41.33 e_rel=0.0006,1770.0,9,7.94,38.5,0,50.0
current_1.csv:245760:256000,current_1.csv,245760,256000,5120,48.0,50.0,1,misalignment,27.27080726623535,0.95,auto-misalignment snr=35.80 e_rel=0.0009,1770.0,9,7.94,38.5,0,50.0
current_1.csv:261120:271360,current_1.csv,261120,271360,5120,51.0,53.0,1,misalignment,19.015493392944336,0.95,auto-misalignment snr=27.49 e_rel=0.0008,1770.0,9,7.94,38.5,0,50.0
current_10.csv:296960:307200,current_10.csv,296960,307200,5120,58.0,60.0,1,BPFI,15.350708961486816,0.3,auto-BPFI snr=0.20 e_rel=0.0000,1770.0,9,7.94,38.5,0,50.0
current_10.csv:220160:230400,current_10.csv,220160,230400,5120,43.0,45.0,1,BPFI,58.58982849121094,0.3,auto-BPFI snr=0.15 e_rel=0.0000,1770.0,9,7.94,38.5,0,50.0
current_10.csv:128000:138240,current_10.csv,128000,138240,5120,25.0,27.0,1,BSF,33.87984085083008,0.3,auto-BSF snr=0.67 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:76800:87040,current_10.csv,76800,87040,5120,15.0,17.0,1,BSF,30.637866973876953,0.3,auto-BSF snr=0.66 e_rel=0.0001,1770.0,9,7.94,38.5,0,50.0
current_10.csv:404480:414720,current_10.csv,404480,414720,5120,79.0,81.0,1,BSF,30.064149856567383,0.3,auto-BSF snr=0.52 e_rel=0.0001,1770.0,9,7.94,38.5,0,50.0
current_10.csv:276480:286720,current_10.csv,276480,286720,5120,54.0,56.0,1,BSF,21.544246673583984,0.3,auto-BSF snr=0.44 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:424960:435200,current_10.csv,424960,435200,5120,83.0,85.0,1,BSF,14.892224311828613,0.3,auto-BSF snr=0.41 e_rel=0.0009,1770.0,9,7.94,38.5,0,50.0
current_10.csv:10240:20480,current_10.csv,10240,20480,5120,2.0,4.0,1,BSF,41.37834930419922,0.3,auto-BSF snr=0.39 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:71680:81920,current_10.csv,71680,81920,5120,14.0,16.0,1,BSF,29.15727424621582,0.3,auto-BSF snr=0.37 e_rel=0.0005,1770.0,9,7.94,38.5,0,50.0
current_10.csv:460800:471040,current_10.csv,460800,471040,5120,90.0,92.0,1,BSF,22.5393009185791,0.3,auto-BSF snr=0.36 e_rel=0.0004,1770.0,9,7.94,38.5,0,50.0
current_10.csv:153600:163840,current_10.csv,153600,163840,5120,30.0,32.0,1,BSF,13.808955192565918,0.3,auto-BSF snr=0.36 e_rel=0.0005,1770.0,9,7.94,38.5,0,50.0
current_10.csv:179200:189440,current_10.csv,179200,189440,5120,35.0,37.0,1,BSF,15.596181869506836,0.3,auto-BSF snr=0.35 e_rel=0.0002,1770.0,9,7.94,38.5,0,50.0
current_10.csv:30720:40960,current_10.csv,30720,40960,5120,6.0,8.0,1,BSF,25.819839477539062,0.3,auto-BSF snr=0.32 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:35840:46080,current_10.csv,35840,46080,5120,7.0,9.0,1,BSF,25.478364944458008,0.3,auto-BSF snr=0.31 e_rel=0.0007,1770.0,9,7.94,38.5,0,50.0
current_10.csv:102400:112640,current_10.csv,102400,112640,5120,20.0,22.0,1,BSF,37.37522888183594,0.3,auto-BSF snr=0.30 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:184320:194560,current_10.csv,184320,194560,5120,36.0,38.0,1,BSF,16.483642578125,0.3,auto-BSF snr=0.30 e_rel=0.0004,1770.0,9,7.94,38.5,0,50.0
current_10.csv:604160:614400,current_10.csv,604160,614400,5120,118.0,120.0,1,BSF,15.832290649414062,0.3,auto-BSF snr=0.30 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:465920:476160,current_10.csv,465920,476160,5120,91.0,93.0,1,BSF,29.213333129882812,0.3,auto-BSF snr=0.29 e_rel=0.0010,1770.0,9,7.94,38.5,0,50.0
current_10.csv:302080:312320,current_10.csv,302080,312320,5120,59.0,61.0,1,BSF,22.64180564880371,0.3,auto-BSF snr=0.28 e_rel=0.0004,1770.0,9,7.94,38.5,0,50.0
current_10.csv:430080:440320,current_10.csv,430080,440320,5120,84.0,86.0,1,BSF,13.12247371673584,0.3,auto-BSF snr=0.27 e_rel=0.0002,1770.0,9,7.94,38.5,0,50.0
current_10.csv:286720:296960,current_10.csv,286720,296960,5120,56.0,58.0,1,BSF,23.882612228393555,0.3,auto-BSF snr=0.25 e_rel=0.0003,1770.0,9,7.94,38.5,0,50.0
current_10.csv:399360:409600,current_10.csv,399360,409600,5120,78.0,80.0,1,BSF,33.39314651489258,0.3,auto-BSF snr=0.25 e_rel=0.0005,1770.0,9,7.94,38.5,0,50.0
current_10.csv:261120:271360,current_10.csv,261120,271360,5120,51.0,53.0,1,FTF,32.87527084350586,0.3,auto-FTF snr=1.39 e_rel=0.0783,1770.0,9,7.94,38.5,0,50.0
current_10.csv:81920:92160,current_10.csv,81920,92160,5120,16.0,18.0,1,FTF,33.17750549316406,0.3,auto-FTF snr=1.28 e_rel=0.0783,1770.0,9,7.94,38.5,0,50.0
current_10.csv:204800:215040,current_10.csv,204800,215040,5120,40.0,42.0,1,imbalance,33.26383972167969,0.95,auto-imbalance snr=520.75 e_rel=0.1811,1770.0,9,7.94,38.5,0,50.0
current_10.csv:501760:512000,current_10.csv,501760,512000,5120,98.0,100.0,1,imbalance,29.12552261352539,0.95,auto-imbalance snr=511.33 e_rel=0.1649,1770.0,9,7.94,38.5,0,50.0
current_10.csv:20480:30720,current_10.csv,20480,30720,5120,4.0,6.0,1,imbalance,33.12580490112305,0.95,auto-imbalance snr=509.88 e_rel=0.1745,1770.0,9,7.94,38.5,0,50.0
current_10.csv:250880:261120,current_10.csv,250880,261120,5120,49.0,51.0,1,imbalance,34.51136016845703,0.95,auto-imbalance snr=504.89 e_rel=0.1870,1770.0,9,7.94,38.5,0,50.0
current_10.csv:440320:450560,current_10.csv,440320,450560,5120,86.0,88.0,1,imbalance,34.88087463378906,0.95,auto-imbalance snr=504.00 e_rel=0.1832,1770.0,9,7.94,38.5,0,50.0
current_10.csv:312320:322560,current_10.csv,312320,322560,5120,61.0,63.0,1,imbalance,28.212800979614258,0.95,auto-imbalance snr=503.32 e_rel=0.1609,1770.0,9,7.94,38.5,0,50.0
current_10.csv:450560:460800,current_10.csv,450560,460800,5120,88.0,90.0,1,misalignment,30.964035034179688,0.95,auto-misalignment snr=651.16 e_rel=0.0163,1770.0,9,7.94,38.5,0,50.0
current_10.csv:578560:588800,current_10.csv,578560,588800,5120,113.0,115.0,1,misalignment,31.66975975036621,0.95,auto-misalignment snr=561.51 e_rel=0.0210,1770.0,9,7.94,38.5,0,50.0
current_10.csv:435200:445440,current_10.csv,435200,445440,5120,85.0,87.0,1,misalignment,32.761322021484375,0.95,auto-misalignment snr=542.51 e_rel=0.0197,1770.0,9,7.94,38.5,0,50.0
current_10.csv:378880:389120,current_10.csv,378880,389120,5120,74.0,76.0,1,misalignment,24.592071533203125,0.95,auto-misalignment snr=536.28 e_rel=0.0106,1770.0,9,7.94,38.5,0,50.0
current_10.csv:307200:317440,current_10.csv,307200,317440,5120,60.0,62.0,1,misalignment,34.45991516113281,0.95,auto-misalignment snr=525.50 e_rel=0.0181,1770.0,9,7.94,38.5,0,50.0
current_10.csv:163840:174080,current_10.csv,163840,174080,5120,32.0,34.0,1,misalignment,31.69479751586914,0.95,auto-misalignment snr=520.33 e_rel=0.0186,1770.0,9,7.94,38.5,0,50.0
current_10.csv:409600:419840,current_10.csv,409600,419840,5120,80.0,82.0,1,misalignment,28.995275497436523,0.95,auto-misalignment snr=520.03 e_rel=0.0159,1770.0,9,7.94,38.5,0,50.0
current_10.csv:199680:209920,current_10.csv,199680,209920,5120,39.0,41.0,1,misalignment,32.81465530395508,0.95,auto-misalignment snr=519.33 e_rel=0.0198,1770.0,9,7.94,38.5,0,50.0
current_10.csv:573440:583680,current_10.csv,573440,583680,5120,112.0,114.0,1,misalignment,32.04791259765625,0.95,auto-misalignment snr=515.62 e_rel=0.0186,1770.0,9,7.94,38.5,0,50.0
current_10.csv:358400:368640,current_10.csv,358400,368640,5120,70.0,72.0,1,misalignment,32.34763717651367,0.95,auto-misalignment snr=514.45 e_rel=0.0164,1770.0,9,7.94,38.5,0,50.0
current_10.csv:542720:552960,current_10.csv,542720,552960,5120,106.0,108.0,1,misalignment,29.276058197021484,0.95,auto-misalignment snr=513.77 e_rel=0.0182,1770.0,9,7.94,38.5,0,50.0
current_10.csv:61440:71680,current_10.csv,61440,71680,5120,12.0,14.0,1,misalignment,32.81562042236328,0.95,auto-misalignment snr=510.23 e_rel=0.0189,1770.0,9,7.94,38.5,0,50.0
current_11.csv:122880:133120,current_11.csv,122880,133120,5120,24.0,26.0,1,BPFO,48.7386589050293,0.3,auto-BPFO snr=0.06 e_rel=0.0000,1770.0,9,7.94,38.5,0,60.0
current_11.csv:46080:56320,current_11.csv,46080,56320,5120,9.0,11.0,1,BPFO,46.8701286315918,0.3,auto-BPFO snr=0.06 e_rel=0.0000,1770.0,9,7.94,38.5,0,60.0
current_11.csv:225280:235520,current_11.csv,225280,235520,5120,44.0,46.0,1,BPFI,45.90550994873047,0.3,auto-BPFI snr=0.08 e_rel=0.0000,1770.0,9,7.94,38.5,0,60.0
current_11.csv:184320:194560,current_11.csv,184320,194560,5120,36.0,38.0,1,BSF,48.01264953613281,0.3,auto-BSF snr=0.19 e_rel=0.0013,1770.0,9,7.94,38.5,0,60.0
current_11.csv:107520:117760,current_11.csv,107520,117760,5120,21.0,23.0,1,BSF,47.33770751953125,0.3,auto-BSF snr=0.19 e_rel=0.0016,1770.0,9,7.94,38.5,0,60.0
current_11.csv:158720:168960,current_11.csv,158720,168960,5120,31.0,33.0,1,BSF,50.67551803588867,0.3,auto-BSF snr=0.19 e_rel=0.0013,1770.0,9,7.94,38.5,0,60.0
current_11.csv:81920:92160,current_11.csv,81920,92160,5120,16.0,18.0,1,BSF,50.95608139038086,0.3,auto-BSF snr=0.19 e_rel=0.0015,1770.0,9,7.94,38.5,0,60.0
current_11.csv:56320:66560,current_11.csv,56320,66560,5120,11.0,13.0,1,BSF,50.00074005126953,0.3,auto-BSF snr=0.19 e_rel=0.0015,1770.0,9,7.94,38.5,0,60.0
current_11.csv:261120:271360,current_11.csv,261120,271360,5120,51.0,53.0,1,BSF,49.19962692260742,0.3,auto-BSF snr=0.18 e_rel=0.0011,1770.0,9,7.94,38.5,0,60.0
current_11.csv:25600:35840,current_11.csv,25600,35840,5120,5.0,7.0,1,BSF,47.0224494934082,0.3,auto-BSF snr=0.18 e_rel=0.0001,1770.0,9,7.94,38.5,0,60.0
current_11.csv:92160:102400,current_11.csv,92160,102400,5120,18.0,20.0,1,BSF,51.50056457519531,0.3,auto-BSF snr=0.18 e_rel=0.0006,1770.0,9,7.94,38.5,0,60.0
current_11.csv:286720:296960,current_11.csv,286720,296960,5120,56.0,58.0,1,BSF,55.747474670410156,0.3,auto-BSF snr=0.18 e_rel=0.0009,1770.0,9,7.94,38.5,0,60.0
current_11.csv:66560:76800,current_11.csv,66560,76800,5120,13.0,15.0,1,BSF,50.54563903808594,0.3,auto-BSF snr=0.18 e_rel=0.0007,1770.0,9,7.94,38.5,0,60.0
current_11.csv:30720:40960,current_11.csv,30720,40960,5120,6.0,8.0,1,BSF,48.27045440673828,0.3,auto-BSF snr=0.18 e_rel=0.0015,1770.0,9,7.94,38.5,0,60.0
current_11.csv:40960:51200,current_11.csv,40960,51200,5120,8.0,10.0,1,BSF,49.85942077636719,0.3,auto-BSF snr=0.18 e_rel=0.0008,1770.0,9,7.94,38.5,0,60.0
current_11.csv:5120:15360,current_11.csv,5120,15360,5120,1.0,3.0,1,BSF,52.33025360107422,0.3,auto-BSF snr=0.17 e_rel=0.0014,1770.0,9,7.94,38.5,0,60.0
current_11.csv:76800:87040,current_11.csv,76800,87040,5120,15.0,17.0,1,FTF,39.088462829589844,0.3,auto-FTF snr=0.46 e_rel=0.0970,1770.0,9,7.94,38.5,0,60.0
current_11.csv:266240:276480,current_11.csv,266240,276480,5120,52.0,54.0,1,FTF,41.033634185791016,0.3,auto-FTF snr=0.10 e_rel=0.1017,1770.0,9,7.94,38.5,0,60.0
current_11.csv:102400:112640,current_11.csv,102400,112640,5120,20.0,22.0,1,FTF,43.632816314697266,0.3,auto-FTF snr=0.09 e_rel=0.1091,1770.0,9,7.94,38.5,0,60.0
current_11.csv:240640:250880,current_11.csv,240640,250880,5120,47.0,49.0,1,FTF,46.83543014526367,0.3,auto-FTF snr=0.08 e_rel=0.1163,1770.0,9,7.94,38.5,0,60.0
current_11.csv:153600:163840,current_11.csv,153600,163840,5120,30.0,32.0,1,FTF,47.224945068359375,0.3,auto-FTF snr=0.07 e_rel=0.1180,1770.0,9,7.94,38.5,0,60.0
current_11.csv:138240:148480,current_11.csv,138240,148480,5120,27.0,29.0,1,FTF,47.463016510009766,0.3,auto-FTF snr=0.07 e_rel=0.1181,1770.0,9,7.94,38.5,0,60.0
current_11.csv:271360:281600,current_11.csv,271360,281600,5120,53.0,55.0,1,FTF,48.96022415161133,0.3,auto-FTF snr=0.07 e_rel=0.1223,1770.0,9,7.94,38.5,0,60.0
current_11.csv:245760:256000,current_11.csv,245760,256000,5120,48.0,50.0,1,FTF,52.467132568359375,0.3,auto-FTF snr=0.07 e_rel=0.1310,1770.0,9,7.94,38.5,0,60.0
current_11.csv:235520:245760,current_11.csv,235520,245760,5120,46.0,48.0,1,FTF,50.11891174316406,0.3,auto-FTF snr=0.07 e_rel=0.1242,1770.0,9,7.94,38.5,0,60.0
current_11.csv:215040:225280,current_11.csv,215040,225280,5120,42.0,44.0,1,FTF,44.01073455810547,0.3,auto-FTF snr=0.07 e_rel=0.1092,1770.0,9,7.94,38.5,0,60.0
current_11.csv:97280:107520,current_11.csv,97280,107520,5120,19.0,21.0,1,FTF,49.1375617980957,0.3,auto-FTF snr=0.07 e_rel=0.1214,1770.0,9,7.94,38.5,0,60.0
current_11.csv:0:10240,current_11.csv,0,10240,5120,0.0,2.0,1,FTF,48.698699951171875,0.3,auto-FTF snr=0.07 e_rel=0.1215,1770.0,9,7.94,38.5,0,60.0
current_11.csv:71680:81920,current_11.csv,71680,81920,5120,14.0,16.0,1,FTF,44.633113861083984,0.3,auto-FTF snr=0.07 e_rel=0.1102,1770.0,9,7.94,38.5,0,60.0
current_11.csv:189440:199680,current_11.csv,189440,199680,5120,37.0,39.0,1,FTF,44.57495880126953,0.3,auto-FTF snr=0.07 e_rel=0.1107,1770.0,9,7.94,38.5,0,60.0
current_11.csv:51200:61440,current_11.csv,51200,61440,5120,10.0,12.0,1,FTF,44.54376220703125,0.3,auto-FTF snr=0.06 e_rel=0.1113,1770.0,9,7.94,38.5,0,60.0
current_11.csv:87040:97280,current_11.csv,87040,97280,5120,17.0,19.0,1,FTF,48.25384521484375,0.3,auto-FTF snr=0.06 e_rel=0.1203,1770.0,9,7.94,38.5,0,60.0
current_11.csv:20480:30720,current_11.csv,20480,30720,5120,4.0,6.0,1,imbalance,49.57275390625,0.95,auto-imbalance snr=116.71 e_rel=0.2677,1770.0,9,7.94,38.5,0,60.0
current_11.csv:209920:220160,current_11.csv,209920,220160,5120,41.0,43.0,1,imbalance,55.31244659423828,0.95,auto-imbalance snr=87.68 e_rel=0.3111,1770.0,9,7.94,38.5,0,60.0
current_11.csv:281600:291840,current_11.csv,281600,291840,5120,55.0,57.0,1,imbalance,47.88774108886719,0.95,auto-imbalance snr=85.21 e_rel=0.2677,1770.0,9,7.94,38.5,0,60.0
current_11.csv:168960:179200,current_11.csv,168960,179200,5120,33.0,35.0,1,imbalance,54.216880798339844,0.95,auto-imbalance snr=76.60 e_rel=0.3003,1770.0,9,7.94,38.5,0,60.0
current_11.csv:35840:46080,current_11.csv,35840,46080,5120,7.0,9.0,1,imbalance,42.49945068359375,0.95,auto-imbalance snr=76.24 e_rel=0.2470,1770.0,9,7.94,38.5,0,60.0
current_11.csv:61440:71680,current_11.csv,61440,71680,5120,12.0,14.0,1,imbalance,43.373043060302734,0.95,auto-imbalance snr=71.77 e_rel=0.2512,1770.0,9,7.94,38.5,0,60.0
current_11.csv:117760:128000,current_11.csv,117760,128000,5120,23.0,25.0,1,imbalance,49.62494659423828,0.95,auto-imbalance snr=71.11 e_rel=0.2727,1770.0,9,7.94,38.5,0,60.0
current_11.csv:15360:25600,current_11.csv,15360,25600,5120,3.0,5.0,1,imbalance,52.09309387207031,0.95,auto-imbalance snr=70.83 e_rel=0.2910,1770.0,9,7.94,38.5,0,60.0
current_11.csv:250880:261120,current_11.csv,250880,261120,5120,49.0,51.0,1,misalignment,48.649967193603516,0.95,auto-misalignment snr=15.30 e_rel=0.0028,1770.0,9,7.94,38.5,0,60.0
current_11.csv:174080:184320,current_11.csv,174080,184320,5120,34.0,36.0,1,misalignment,51.667938232421875,0.95,auto-misalignment snr=14.14 e_rel=0.0022,1770.0,9,7.94,38.5,0,60.0
current_11.csv:276480:286720,current_11.csv,276480,286720,5120,54.0,56.0,1,misalignment,50.19512939453125,0.95,auto-misalignment snr=12.23 e_rel=0.0024,1770.0,9,7.94,38.5,0,60.0
current_11.csv:148480:158720,current_11.csv,148480,158720,5120,29.0,31.0,1,misalignment,46.59050750732422,0.95,auto-misalignment snr=11.68 e_rel=0.0023,1770.0,9,7.94,38.5,0,60.0
current_11.csv:199680:209920,current_11.csv,199680,209920,5120,39.0,41.0,1,misalignment,47.1849365234375,0.95,auto-misalignment snr=11.55 e_rel=0.0025,1770.0,9,7.94,38.5,0,60.0
current_11.csv:133120:143360,current_11.csv,133120,143360,5120,26.0,28.0,1,misalignment,49.65061569213867,0.95,auto-misalignment snr=11.06 e_rel=0.0024,1770.0,9,7.94,38.5,0,60.0
current_12.csv:506880:517120,current_12.csv,506880,517120,5120,99.0,101.0,1,BPFO,44.89576721191406,0.3,auto-BPFO snr=0.43 e_rel=0.0002,1770.0,9,7.94,38.5,0,50.0
current_12.csv:256000:266240,current_12.csv,256000,266240,5120,50.0,52.0,1,BPFO,20.235509872436523,0.3,auto-BPFO snr=0.40 e_rel=0.0001,1770.0,9,7.94,38.5,0,50.0
