win_id,file,i0,i1,fs,t0,t1,y_defect,y_type,severity,confidence,notes,rpm,Z,dmm,Dmm,theta,mains_hz,rpm_est,carrier_hz,phase_idx
current_12.csv:501760:512000,current_12.csv,501760,512000,5120,98.0,100.0,1,imbalance,23.312692642211914,0.95,auto-imbalance snr=413.56 e_rel=0.1326,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,2.0
current_12.csv:245760:256000,current_12.csv,245760,256000,5120,48.0,50.0,1,imbalance,23.0376033782959,0.95,auto-imbalance snr=411.49 e_rel=0.1287,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,2.0
current_12.csv:358400:368640,current_12.csv,358400,368640,5120,70.0,72.0,1,imbalance,21.004850387573242,0.95,auto-imbalance snr=387.32 e_rel=0.1125,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,0.0
current_12.csv:527360:537600,current_12.csv,527360,537600,5120,103.0,105.0,1,FTF,47.0744514465332,0.467460924166549,auto-FTF snr=0.63 e_rel=0.1168,1770.0,9,7.94,38.5,0,50.0,1575.0,100.0,2.0
current_12.csv:81920:92160,current_12.csv,81920,92160,5120,16.0,18.0,1,FTF,53.50929260253906,0.4577826886292675,auto-FTF snr=0.52 e_rel=0.1333,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,2.0
current_12.csv:317440:327680,current_12.csv,317440,327680,5120,62.0,64.0,1,FTF,40.49284362792969,0.4566378017569887,auto-FTF snr=0.50 e_rel=0.1008,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_12.csv:604160:614400,current_12.csv,604160,614400,5120,118.0,120.0,1,FTF,34.43939208984375,0.45647040165659486,auto-FTF snr=0.50 e_rel=0.0856,1770.0,9,7.94,38.5,0,50.0,1575.0,100.0,1.0
current_12.csv:133120:143360,current_12.csv,133120,143360,5120,26.0,28.0,1,FTF,40.44169616699219,0.4528176461216319,auto-FTF snr=0.46 e_rel=0.1009,1770.0,9,7.94,38.5,0,50.0,1950.0,100.0,2.0
current_12.csv:5120:15360,current_12.csv,5120,15360,5120,1.0,3.0,1,FTF,25.355234146118164,0.4517052735767022,auto-FTF snr=0.45 e_rel=0.0537,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,1.0
current_12.csv:450560:460800,current_12.csv,450560,460800,5120,88.0,90.0,1,FTF,33.796058654785156,0.44929823530069657,auto-FTF snr=0.42 e_rel=0.0841,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_12.csv:491520:501760,current_12.csv,491520,501760,5120,96.0,98.0,1,FTF,42.64418029785156,0.44644519298279883,auto-FTF snr=0.39 e_rel=0.1060,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,2.0
current_12.csv:430080:440320,current_12.csv,430080,440320,5120,84.0,86.0,1,FTF,32.57291793823242,0.44533157977745497,auto-FTF snr=0.37 e_rel=0.0811,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_12.csv:276480:286720,current_12.csv,276480,286720,5120,54.0,56.0,1,FTF,35.19662857055664,0.4445090731345109,auto-FTF snr=0.36 e_rel=0.0872,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_12.csv:348160:358400,current_12.csv,348160,358400,5120,68.0,70.0,1,FTF,33.929622650146484,0.4432972140179439,auto-FTF snr=0.35 e_rel=0.0838,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,2.0
current_12.csv:583680:593920,current_12.csv,583680,593920,5120,114.0,116.0,1,FTF,34.62918472290039,0.4426601226607269,auto-FTF snr=0.34 e_rel=0.0857,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,0.0
current_12.csv:291840:302080,current_12.csv,291840,302080,5120,57.0,59.0,1,FTF,26.28111457824707,0.44263021838768923,auto-FTF snr=0.34 e_rel=0.0569,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,1.0
current_12.csv:235520:245760,current_12.csv,235520,245760,5120,46.0,48.0,1,FTF,42.173973083496094,0.44246756576066554,auto-FTF snr=0.34 e_rel=0.1037,1770.0,9,7.94,38.5,0,50.0,1275.0,100.0,1.0
current_12.csv:189440:199680,current_12.csv,189440,199680,5120,37.0,39.0,1,FTF,25.26557731628418,0.4423816148371217,auto-FTF snr=0.34 e_rel=0.0625,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_13.csv:194560:204800,current_13.csv,194560,204800,5120,38.0,40.0,0,normal,7.815686225891113,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_13.csv:5120:15360,current_13.csv,5120,15360,5120,1.0,3.0,1,imbalance,21.042036056518555,0.95,auto-imbalance snr=506.64 e_rel=0.0844,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,2.0
current_13.csv:296960:307200,current_13.csv,296960,307200,5120,58.0,60.0,1,imbalance,19.031599044799805,0.95,auto-imbalance snr=417.56 e_rel=0.0720,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,1.0
current_13.csv:174080:184320,current_13.csv,174080,184320,5120,34.0,36.0,1,imbalance,11.068863868713379,0.95,auto-imbalance snr=83.45 e_rel=0.0471,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,0.0
current_13.csv:261120:271360,current_13.csv,261120,271360,5120,51.0,53.0,1,imbalance,23.517065048217773,0.5360184032730819,auto-imbalance snr=1.41 e_rel=0.0224,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,0.0
current_13.csv:122880:133120,current_13.csv,122880,133120,5120,24.0,26.0,1,FTF,22.263164520263672,0.5275450404319676,auto-FTF snr=1.32 e_rel=0.0433,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,0.0
current_14.csv:563200:573440,current_14.csv,563200,573440,5120,110.0,112.0,0,normal,8.900686264038086,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:532480:542720,current_14.csv,532480,542720,5120,104.0,106.0,0,normal,7.826471328735352,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:481280:491520,current_14.csv,481280,491520,5120,94.0,96.0,0,normal,9.782320976257324,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:491520:501760,current_14.csv,491520,501760,5120,96.0,98.0,0,normal,8.972235679626465,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:409600:419840,current_14.csv,409600,419840,5120,80.0,82.0,0,normal,8.926118850708008,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:465920:476160,current_14.csv,465920,476160,5120,91.0,93.0,0,normal,7.936361312866211,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:547840:558080,current_14.csv,547840,558080,5120,107.0,109.0,0,normal,5.507333278656006,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:296960:307200,current_14.csv,296960,307200,5120,58.0,60.0,0,normal,9.25703239440918,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:107520:117760,current_14.csv,107520,117760,5120,21.0,23.0,0,normal,8.816750526428223,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0,1425.0,,
current_14.csv:435200:445440,current_14.csv,435200,445440,5120,85.0,87.0,1,imbalance,16.95098114013672,0.95,auto-imbalance snr=594.07 e_rel=0.0737,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,2.0
current_14.csv:542720:552960,current_14.csv,542720,552960,5120,106.0,108.0,1,misalignment,10.184773445129395,0.95,auto-misalignment snr=18.63 e_rel=0.0002,1770.0,9,7.94,38.5,0,50.0,1350.0,100.0,0.0
current_14.csv:568320:578560,current_14.csv,568320,578560,5120,111.0,113.0,1,BPFO,33.10004806518555,0.6964974122568847,auto-BPFO snr=3.37 e_rel=0.0007,1770.0,9,7.94,38.5,0,50.0,1800.0,100.0,1.0
current_14.csv:225280:235520,current_14.csv,225280,235520,5120,44.0,46.0,1,imbalance,23.762310028076172,0.5628261685435979,auto-imbalance snr=1.72 e_rel=0.0246,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,0.0
current_14.csv:230400:240640,current_14.csv,230400,240640,5120,45.0,47.0,1,FTF,50.33566665649414,0.46476351789588516,auto-FTF snr=0.60 e_rel=0.1254,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_14.csv:302080:312320,current_14.csv,302080,312320,5120,59.0,61.0,1,FTF,19.073991775512695,0.46359692751959997,auto-FTF snr=0.58 e_rel=0.0340,1770.0,9,7.94,38.5,0,50.0,1425.0,50.0,2.0
current_14.csv:496640:506880,current_14.csv,496640,506880,5120,97.0,99.0,1,FTF,26.100589752197266,0.45884376591306364,auto-FTF snr=0.53 e_rel=0.0640,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,2.0
current_14.csv:599040:609280,current_14.csv,599040,609280,5120,117.0,119.0,1,FTF,19.318035125732422,0.454769441929508,auto-FTF snr=0.48 e_rel=0.0481,1770.0,9,7.94,38.5,0,50.0,1575.0,100.0,2.0
current_14.csv:286720:296960,current_14.csv,286720,296960,5120,56.0,58.0,1,FTF,40.578983306884766,0.45462924714436076,auto-FTF snr=0.48 e_rel=0.1009,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,2.0
current_14.csv:261120:271360,current_14.csv,261120,271360,5120,51.0,53.0,1,FTF,26.319713592529297,0.45396190682369836,auto-FTF snr=0.47 e_rel=0.0652,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_14.csv:450560:460800,current_14.csv,450560,460800,5120,88.0,90.0,1,FTF,19.236093521118164,0.45318551368556453,auto-FTF snr=0.46 e_rel=0.0474,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,1.0
current_14.csv:148480:158720,current_14.csv,148480,158720,5120,29.0,31.0,1,FTF,29.734220504760742,0.4524910537569771,auto-FTF snr=0.46 e_rel=0.0733,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,2.0
current_14.csv:476160:486400,current_14.csv,476160,486400,5120,93.0,95.0,1,FTF,19.52488899230957,0.45122994619838575,auto-FTF snr=0.44 e_rel=0.0487,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,1.0
current_14.csv:322560:332800,current_14.csv,322560,332800,5120,63.0,65.0,1,FTF,25.780296325683594,0.45031490748643094,auto-FTF snr=0.43 e_rel=0.0642,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,1.0
current_14.csv:512000:522240,current_14.csv,512000,522240,5120,100.0,102.0,1,FTF,11.355194091796875,0.44901096317142725,auto-FTF snr=0.42 e_rel=0.0281,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,0.0
current_14.csv:163840:174080,current_14.csv,163840,174080,5120,32.0,34.0,1,FTF,32.62771224975586,0.44721725750142705,auto-FTF snr=0.39 e_rel=0.0808,1770.0,9,7.94,38.5,0,50.0,1425.0,100.0,2.0
current_14.csv:61440:71680,current_14.csv,61440,71680,5120,12.0,14.0,1,FTF,25.8696231842041,0.4464012848886921,auto-FTF snr=0.39 e_rel=0.0642,1770.0,9,7.94,38.5,0,50.0,1575.0,100.0,2.0
current_14.csv:20480:30720,current_14.csv,20480,30720,5120,4.0,6.0,1,FTF,34.879920959472656,0.446267612877496,auto-FTF snr=0.38 e_rel=0.0870,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,2.0
current_14.csv:358400:368640,current_14.csv,358400,368640,5120,70.0,72.0,1,FTF,22.39038848876953,0.44612011236888677,auto-FTF snr=0.38 e_rel=0.0556,1770.0,9,7.94,38.5,0,50.0,1500.0,100.0,1.0
current_15.csv:168960:179200,current_15.csv,168960,179200,5120,33.0,35.0,1,imbalance,64.15257263183594,0.95,auto-imbalance snr=257.26 e_rel=0.3285,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:76800:87040,current_15.csv,76800,87040,5120,15.0,17.0,1,imbalance,62.7934455871582,0.95,auto-imbalance snr=242.72 e_rel=0.3139,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:250880:261120,current_15.csv,250880,261120,5120,49.0,51.0,1,imbalance,64.10803985595703,0.95,auto-imbalance snr=242.16 e_rel=0.3220,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:30720:40960,current_15.csv,30720,40960,5120,6.0,8.0,1,imbalance,68.50973510742188,0.95,auto-imbalance snr=215.95 e_rel=0.3304,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:189440:199680,current_15.csv,189440,199680,5120,37.0,39.0,1,imbalance,63.68472671508789,0.95,auto-imbalance snr=199.58 e_rel=0.3055,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:46080:56320,current_15.csv,46080,56320,5120,9.0,11.0,1,misalignment,69.04644012451172,0.95,auto-misalignment snr=13.81 e_rel=0.0018,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:240640:250880,current_15.csv,240640,250880,5120,47.0,49.0,1,misalignment,64.17500305175781,0.95,auto-misalignment snr=12.84 e_rel=0.0020,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:143360:153600,current_15.csv,143360,153600,5120,28.0,30.0,1,misalignment,67.68928527832031,0.95,auto-misalignment snr=12.30 e_rel=0.0021,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:81920:92160,current_15.csv,81920,92160,5120,16.0,18.0,1,misalignment,64.70628356933594,0.95,auto-misalignment snr=10.90 e_rel=0.0012,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:107520:117760,current_15.csv,107520,117760,5120,21.0,23.0,1,misalignment,69.09555053710938,0.95,auto-misalignment snr=10.30 e_rel=0.0016,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
current_15.csv:35840:46080,current_15.csv,35840,46080,5120,7.0,9.0,1,FTF,61.91001892089844,0.4803529345810557,auto-FTF snr=0.78 e_rel=0.1547,1770.0,9,7.94,38.5,0,60.0,1425.0,60.0,0.0
